CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Profit1,Profit2,Cost1,Cost2
15641183,Chin,731,Spain,Male,25,8,96950.21,1,1,0,97877.92,1248.47,1294.87,304.52,211.9
15805312,Bellucci,607,France,Male,45,7,123859.6,1,0,1,113051.57,791.81,1156.39,291.07,204.3
15636572,Christmas,760,France,Female,32,7,0.0,2,1,1,105969.05,1537.31,266.82,321.0,202.0
15632575,Moore,559,France,Female,70,9,0.0,1,1,1,122996.76,482.45,804.3,328.0,184.1
15740164,Genovesi,715,France,Female,33,3,85227.84,1,1,1,68087.15,989.42,622.62,310.39,205.5
15574947,Cartwright,656,France,Male,36,8,97786.08,2,0,1,21478.36,1558.9,1278.01,297.11,208.4
15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,1,0,158437.73,610.32,590.55,288.93,211.8
15782574,Warner,624,Spain,Male,33,6,0.0,2,0,0,76551.7,1299.17,2028.33,321.0,214.6
15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,937.28,0.0,310.0,210.6
15706593,Ellis,850,Spain,Female,50,10,0.0,2,1,1,33741.84,1485.21,1623.79,321.0,175.0
15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,1,0,20652.69,14.62,539.12,300.75,205.1
15590268,Chu,529,Spain,Male,35,5,95772.97,1,1,1,112781.5,765.96,1289.62,305.11,222.1
15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,0,1,119996.95,527.24,640.97,303.95,221.8
15664754,Steele,640,Germany,Male,39,9,131607.28,4,0,1,6981.43,2597.79,1040.55,266.2,207.0
15643630,Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1082.04,1002.53,314.44,178.0
15641043,Scott,648,Spain,Male,35,7,0.0,2,1,1,78436.36,1138.38,696.88,321.0,210.2
15768095,Yeh,579,France,Male,31,9,0.0,1,0,1,139048.0,0.0,2272.22,328.0,221.1
15811314,Y?,589,Germany,Female,36,9,140355.56,2,1,0,136329.96,1650.62,576.32,275.82,215.1
15669922,Conti,530,Spain,Female,36,2,0.0,2,1,1,14721.8,1498.32,1072.59,321.0,221.0
15707114,Holder,831,France,Male,30,2,0.0,2,0,1,3430.38,1771.13,1644.06,321.0,196.9
15670602,Burgess,790,Germany,Male,24,7,107418.27,1,0,1,160450.21,677.19,1294.34,299.29,207.0
15713479,Ozuluonye,656,France,Male,35,6,0.0,2,1,0,1485.27,1260.58,933.96,321.0,209.4
15663830,De Luca,563,Spain,Male,32,6,0.0,2,1,1,19720.08,1213.9,1481.38,321.0,221.7
15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,1276.51,1618.92,269.22,204.3
15680918,Freeman,613,Spain,Male,34,8,117300.02,1,1,0,139410.08,1350.18,1064.4,294.35,214.7
15663921,Pisani,429,France,Male,60,7,0.0,2,1,1,163691.48,1708.29,831.64,321.0,207.1
15716324,Ignatieff,665,France,Female,23,9,143672.9,1,1,1,115147.33,579.36,1448.73,281.16,220.5
15796969,Lahti,731,France,Male,33,4,0.0,2,1,1,74945.11,1174.35,1109.8,321.0,203.9
15574783,Perkins,584,France,Female,37,1,0.0,2,1,1,180363.56,1018.96,797.26,321.0,214.6
15773487,Conway,634,Germany,Female,31,8,76798.92,1,0,0,196021.73,636.73,96.75,314.6,215.6
15802486,Hayes,488,France,Male,34,3,0.0,2,1,1,125979.36,1564.99,372.77,321.0,227.2
15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,1,0,111421.77,823.55,1741.75,295.35,207.5
15649418,Krylov,776,France,Female,29,7,178171.04,2,1,1,115818.51,1076.21,1052.44,256.91,203.4
15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,985.62,741.59,321.0,187.0
15735428,Talbot,673,Spain,Female,37,0,0.0,2,0,0,82351.06,1192.25,1874.15,321.0,205.7
15629078,Matthias,850,Germany,Female,45,5,127258.79,1,1,1,192744.23,278.45,778.94,289.37,180.0
15806880,Boyle,627,Spain,Female,30,6,0.0,1,1,1,113408.47,1160.93,1936.37,328.0,217.3
15754999,Ch'eng,570,France,Female,33,8,0.0,1,1,1,124641.42,1473.21,907.22,328.0,220.0
15781034,Mason,796,Spain,Male,67,5,0.0,2,0,1,54871.02,1168.25,0.0,321.0,163.4
15622017,Bruno,773,Spain,Female,33,10,0.0,1,1,1,98820.09,1383.66,1116.19,328.0,199.7
15705885,Smeaton,752,Spain,Male,36,2,0.0,2,1,1,45570.84,1456.39,1586.76,321.0,198.8
15677382,Miller,625,Spain,Female,69,1,107569.96,1,1,1,182336.45,1007.62,952.04,299.22,178.5
15566843,Gotch,535,Germany,Male,20,9,134874.4,1,1,1,118825.56,1203.91,825.68,285.56,236.5
15608387,Fu,786,France,Female,29,4,0.0,2,1,0,103372.79,1724.84,1298.28,321.0,202.4
15810786,O'Toole,620,France,Female,67,3,0.0,2,1,1,43486.73,1231.1,895.56,321.0,181.0
15626983,Ledford,605,Spain,Female,48,6,0.0,2,1,1,40062.99,2112.66,1164.55,321.0,201.5
15773605,Iadanza,670,Spain,Female,32,3,0.0,2,1,0,46175.7,1665.38,1387.11,321.0,211.0
15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,1071.89,1252.8,317.95,206.3
15590606,Saunders,595,France,Male,41,9,0.0,2,1,0,5967.09,1752.26,762.38,321.0,209.5
15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,658.37,1520.12,313.53,212.3
15750264,Pinto,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,1475.46,1492.16,293.44,204.3
15741554,Streeter,746,Spain,Male,31,2,113836.27,1,1,1,174815.54,1015.83,610.21,296.08,204.4
15769051,Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,457.34,557.44,328.0,234.7
15812198,Chen,543,Germany,Male,48,1,100900.5,1,0,0,33310.72,0.0,1333.33,302.55,207.7
15699772,Barclay,428,Germany,Female,40,3,129248.11,2,1,0,72876.43,1304.71,927.53,281.38,227.2
15744105,Kodilinyechukwu,768,France,Female,28,3,109118.05,2,0,1,50911.41,918.06,1750.94,291.44,205.2
15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,1,1,142400.27,820.42,1414.68,328.0,192.2
15723720,McKenzie,591,France,Female,31,7,0.0,2,0,1,48778.46,1568.79,1773.01,321.0,219.9
15638355,Woods,658,France,Female,35,5,126397.66,1,0,0,156361.58,175.11,2022.11,289.8,209.2
15805637,Hsing,625,France,Male,36,9,108546.16,3,1,0,133807.77,1244.03,1126.74,284.73,211.5
15629575,Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,716.79,1557.18,278.97,202.3
15586243,Yobachi,667,France,Male,44,8,122277.87,1,1,1,91810.71,1029.51,689.89,291.86,199.3
15757931,Fang,804,France,Male,24,3,0.0,2,1,0,173195.33,1361.79,780.02,321.0,205.6
15716023,Pearson,693,France,Male,31,1,0.0,2,0,1,182270.88,1198.18,975.39,321.0,209.7
15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,1740.81,933.2,269.55,201.1
15716609,L?,484,Germany,Male,54,3,134388.11,1,0,0,49954.79,510.0,1406.27,285.81,207.6
15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,416.12,1041.38,298.13,206.8
15627262,Soto,536,Germany,Male,23,6,92366.72,2,1,0,120661.71,1487.11,1744.1,299.82,233.4
15652693,Greco,573,France,Female,26,4,129109.02,1,0,0,149814.68,363.09,1156.92,288.45,226.7
15586993,Giordano,655,Spain,Female,56,5,0.0,2,1,1,41782.7,1617.01,1222.39,321.0,188.5
15815560,Bogle,666,Germany,Male,74,7,105102.5,1,1,1,46172.47,630.65,22.13,300.45,169.4
15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,1394.24,1465.97,290.31,207.4
15799031,Ayers,523,France,Male,39,3,0.0,2,1,0,6726.53,1676.9,696.78,321.0,218.7
15810457,Miller,728,Germany,Female,33,9,150412.14,2,1,0,170764.08,1407.9,859.1,270.79,204.2
15697879,Webb,701,France,Male,30,3,156660.72,2,1,0,45742.42,1506.13,977.96,267.67,209.9
15594902,Lombardi,518,France,Male,38,3,90957.81,1,0,1,162304.59,544.6,856.17,307.52,220.2
15799710,Wei,739,France,Male,37,7,104960.46,1,0,1,80883.82,431.64,1592.66,300.52,199.1
15659651,Ross,531,Germany,Female,31,7,117052.82,1,1,0,118508.09,573.46,1085.76,294.47,225.9
15645956,Jideofor,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,994.32,1384.47,308.54,220.8
15651713,King,684,France,Male,45,6,148071.39,1,1,0,183575.01,776.03,2190.97,278.96,196.6
15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,0,0,161203.6,621.45,1005.92,276.91,198.2
15687310,Humphries,783,Spain,Male,39,9,0.0,2,1,0,143752.77,1458.65,1540.15,321.0,192.7
15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,0,0,121894.31,169.08,749.58,287.97,214.6
15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,1,1,147055.87,1485.94,1064.09,298.48,211.2
15657812,Ch'iu,688,France,Male,52,1,0.0,2,1,1,172033.57,1601.34,1153.39,321.0,189.2
15569187,Fleming,680,Spain,Male,35,9,0.0,2,0,0,143774.06,1269.88,2270.52,321.0,207.0
15681562,Trevisan,516,France,Female,43,2,112773.73,2,1,1,139366.58,1568.52,2178.59,289.61,215.4
15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,1,0,81776.84,1743.71,1636.78,291.1,205.0
15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,1,0,190998.96,943.87,853.78,280.77,196.6
15781884,Knox,624,Germany,Male,27,9,94667.29,2,0,1,4470.52,801.26,1705.35,298.67,220.6
15675190,Chia,623,France,Male,21,10,0.0,2,0,1,135851.3,1311.29,648.5,321.0,226.7
15600734,Townsend,624,Spain,Male,51,5,174397.21,2,1,1,172372.63,1323.65,175.56,258.8,196.6
15779176,Dike,565,Germany,Female,58,3,108888.24,3,0,1,135875.51,2001.75,1434.58,284.56,195.5
15605286,Moyes,565,France,Male,55,4,118803.35,2,1,1,128124.7,1707.11,311.76,286.6,198.5
15674922,Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1009.24,2450.27,267.43,185.0
15737506,Tretiakova,645,France,Male,42,6,0.0,1,0,0,149807.01,1027.62,1284.28,328.0,203.5
15780514,Fuller,707,France,Male,33,8,136678.52,1,1,0,54290.62,486.07,1453.18,284.66,206.3
15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,1,0,86013.96,1449.01,1207.19,285.24,208.5
15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,1454.38,1137.19,257.1,215.5
15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,2061.38,298.06,267.23,222.2
15771139,Douglas,578,Germany,Male,34,8,147487.23,2,1,0,66680.77,1688.68,898.97,272.26,218.2
15738318,Kung,800,France,Female,40,5,97764.41,1,1,0,98640.15,951.92,1760.28,304.12,190.0
15772243,MacDonald,612,France,Female,33,9,0.0,1,0,0,142797.5,47.43,1544.55,328.0,215.8
15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,1441.34,649.81,283.26,193.9
15598088,Ni,559,Spain,Male,25,5,0.0,2,1,1,163221.22,1432.87,375.15,321.0,229.1
15693468,Simmons,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0.0,1483.14,282.72,222.2
15671930,H?,717,France,Female,36,5,0.0,2,1,1,145551.6,1471.4,762.37,321.0,202.3
15762268,Hancock,666,France,Female,41,10,141162.08,1,1,0,50908.48,1223.08,778.97,282.42,202.4
15780954,Cran,582,Spain,Male,26,4,65848.36,2,1,0,30149.21,1559.31,853.75,313.08,225.8
15700174,McKay,733,Spain,Female,30,0,83319.28,1,0,0,57769.2,1147.8,2145.22,311.34,206.7
15635728,P'an,693,France,Male,41,4,0.0,2,0,0,156381.47,972.05,1310.97,321.0,199.7
15679283,Parkhill,694,France,Female,33,4,129731.64,2,1,0,178123.86,1310.3,1454.96,281.13,207.6
15591386,Golubova,622,France,Female,35,5,0.0,2,1,0,51112.8,1403.78,857.07,321.0,212.8
15694192,Nwankwo,598,Spain,Female,38,6,0.0,2,0,0,173783.38,1826.78,439.5,321.0,212.2
15585901,Johnson,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1694.02,981.15,314.0,203.3
15792329,Mao,494,Germany,Male,37,5,107106.33,2,1,0,172063.09,1405.38,658.81,292.45,223.6
15635597,Echezonachukwu,644,France,Male,33,8,0.0,2,1,1,155294.17,1564.31,278.83,321.0,212.6
15775880,McElyea,554,France,Female,30,9,0.0,2,1,1,40320.3,1530.24,1146.02,321.0,224.6
15630913,Rosas,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,183.77,680.54,300.35,193.4
15756680,Phillips,667,France,Male,28,6,165798.1,1,1,0,147090.9,1351.29,1348.05,270.1,215.3
15587913,Palerma,748,Spain,Female,40,4,0.0,2,1,0,132368.47,1631.45,1009.45,321.0,195.2
15737605,Morris,531,Spain,Female,45,1,126495.57,2,1,1,164741.5,2274.23,1319.77,282.75,211.9
15627876,Pavlova,719,Spain,Female,47,9,116393.59,1,1,0,63051.32,960.96,644.6,294.8,191.1
15772601,Lu,845,Germany,Female,41,2,81733.74,2,0,0,199761.29,386.67,812.23,305.13,184.5
15758606,Yamamoto,738,France,Male,54,4,0.0,1,0,1,55725.04,784.12,1272.75,328.0,182.2
15657107,Angelo,563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1156.73,1293.52,299.91,207.7
15622454,Zaitsev,695,Spain,Male,28,0,96020.86,1,1,1,57992.49,690.93,1760.77,304.99,212.5
15775803,Cawker,841,Spain,Male,41,1,0.0,2,0,1,193093.77,926.84,1317.18,321.0,184.9
15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,1784.82,1572.34,255.16,211.4
15748381,Gorbunov,613,France,Female,29,6,185709.28,2,1,1,77242.19,1545.61,742.89,253.15,219.7
15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1825.96,1293.6,271.87,167.6
15666055,Rowe,705,France,Female,49,7,0.0,1,1,0,63405.2,495.03,1140.76,328.0,190.5
15617648,Mikkelsen,584,France,Female,44,5,95671.75,2,1,1,106564.88,956.42,1137.86,298.16,207.6
15755678,Kovalyov,534,France,Male,62,2,0.0,2,0,0,42763.12,1446.6,1032.76,321.0,194.6
15624781,Mbanefo,672,France,Female,34,1,142151.75,2,1,1,168753.34,1440.23,2770.69,274.92,208.8
15779497,Ts'ai,603,France,Male,43,5,127823.93,1,1,1,19483.35,1211.26,1771.09,289.09,206.7
15567399,Enderby,633,Germany,Male,43,3,144164.29,1,1,1,158646.46,1275.47,1408.48,280.92,203.7
15613656,Lombardi,842,France,Male,58,1,63492.94,1,1,1,83172.19,1293.94,714.49,321.25,167.8
15734311,Hamilton,661,France,Female,27,3,0.0,2,1,1,76889.79,1461.92,1914.33,321.0,216.9
15657214,Hsia,601,France,Male,74,2,0.0,2,0,1,51554.58,1678.44,1071.05,321.0,175.9
15799350,Mao,632,France,Male,41,0,106134.46,1,0,1,105570.39,390.23,1438.78,299.93,205.8
15729970,Ugochukwu,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,766.79,831.42,289.37,212.6
15725835,West,785,Germany,Female,32,3,124493.03,2,0,1,52583.79,1311.01,1391.05,283.75,199.5
15745543,Hughes,687,France,Male,39,7,0.0,2,1,0,26848.25,989.81,986.07,321.0,202.3
15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,0,1,10072.55,9.51,2705.97,279.73,196.5
15666916,Lira,639,France,Male,43,6,99610.92,2,1,0,187296.78,1620.34,1348.9,296.19,203.1
15732917,Li,729,Germany,Male,46,5,117837.43,1,1,0,104016.61,645.91,458.32,294.08,191.1
15612050,Castiglione,556,Spain,Female,48,8,168522.37,1,1,1,151310.16,472.64,796.03,268.74,206.4
15726267,Paterson,570,France,Male,32,9,117337.54,2,0,1,62810.91,1395.55,766.82,287.33,221.0
15780124,Blair,841,France,Male,74,9,108131.53,1,0,1,60830.38,874.12,2369.0,298.93,151.9
15742238,Dellucci,705,Germany,Male,35,4,136496.12,2,1,0,116672.02,1502.37,634.96,277.75,204.5
15679024,Udinesi,553,France,Male,32,3,116324.53,1,1,0,77304.49,789.29,1687.91,294.84,222.7
15715297,Yuan,779,Germany,Female,40,2,75470.23,1,1,1,52894.01,1466.65,1440.59,315.26,192.1
15633612,Yuryeva,696,France,Male,28,4,172646.82,1,1,1,116471.43,1042.21,2204.17,266.68,212.4
15602929,Wilson,728,Spain,Female,37,4,0.0,1,0,0,4539.38,628.83,1432.3,328.0,200.2
15696703,Dean,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,1302.78,1432.26,265.82,213.9
15756668,Ross,706,France,Male,30,3,98415.37,1,1,1,110520.48,386.69,1545.41,303.79,209.4
15565779,Kent,627,Germany,Female,30,6,57809.32,1,1,0,188258.49,764.7,481.84,324.1,217.3
15795519,Vasiliev,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,491.75,1791.41,288.63,220.4
15761477,Golibe,501,Germany,Male,24,4,130806.42,2,1,0,80241.14,1708.65,1032.77,280.6,235.9
15731890,Chukwukere,601,France,Male,41,1,123971.16,1,0,1,172814.99,1247.87,1347.86,291.01,208.9
15633043,Fedorova,545,Spain,Female,39,6,0.0,1,0,0,38410.74,1248.14,1067.26,328.0,216.5
15752953,Chien,634,France,Male,45,9,0.0,2,0,0,17622.82,1061.48,1741.65,321.0,201.6
15603088,Rossi,451,Spain,Female,23,9,0.0,2,0,1,48021.71,1390.69,1326.6,321.0,241.9
15606613,Samson,655,France,Female,59,7,0.0,1,1,0,88958.49,543.87,1425.04,328.0,185.5
15635939,Fenton,458,France,Female,39,9,0.0,2,1,0,116343.09,1733.13,385.84,321.0,225.2
15666043,Mackey,520,France,Male,33,4,156297.58,2,1,1,166102.61,1597.05,1213.04,267.85,225.0
15746190,Payton,624,Spain,Female,28,2,0.0,2,0,1,104353.26,1613.11,1713.02,321.0,219.6
15591357,Cowger,765,France,Male,51,3,123372.3,1,1,1,115429.32,803.48,662.36,291.31,182.5
15658716,Banks,667,Germany,Female,37,5,92171.35,3,1,0,178106.34,1839.66,1139.7,292.91,206.3
15679909,Pugliesi,665,Spain,Male,41,8,0.0,2,1,0,132152.32,1451.04,1058.93,321.0,202.5
15634262,Fantin,709,Germany,Male,34,4,148375.19,2,1,1,21521.38,1446.34,1018.88,271.81,205.1
15799825,Bentley,583,France,Female,44,8,0.0,2,1,1,27431.62,2387.35,1766.17,321.0,207.7
15756875,Freeman,782,Spain,Male,34,6,147422.44,1,0,1,42143.61,414.41,1387.45,279.29,197.8
15678146,Wong,668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1015.67,484.19,266.02,219.2
15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,1,1,133831.37,1265.63,416.0,328.0,200.9
15595831,Shen,579,Germany,Female,64,6,145215.43,1,1,1,164083.72,893.66,1592.63,280.39,188.1
15626684,Huang,547,France,Female,38,5,167539.97,1,0,1,159207.34,1438.67,1366.24,269.23,217.3
15709846,Yeh,840,France,Female,39,1,94968.97,1,1,0,84487.62,1252.21,1373.13,305.52,187.0
15635459,Shih,667,Germany,Female,27,3,106116.5,2,1,0,3674.71,1107.35,1697.81,292.94,216.3
15642544,Henderson,723,France,Male,34,5,0.0,2,0,1,12092.03,853.63,1563.77,321.0,203.7
15566494,Fang,487,France,Male,45,2,0.0,2,1,0,77475.73,1482.59,1205.68,321.0,216.3
15655238,Dellucci,668,France,Female,31,9,0.0,2,0,0,41291.73,1235.58,847.47,321.0,212.2
15733429,Chou,520,Germany,Male,34,8,120018.86,2,1,1,343.38,1758.53,172.29,285.99,224.0
15814536,Conti,549,France,Male,37,2,112541.54,2,0,0,47432.43,1214.9,412.72,289.73,218.1
15771702,Roberts,567,France,Female,35,5,166118.45,2,1,0,127827.18,1700.63,1159.93,262.94,218.3
15723008,Lo Duca,720,France,Female,45,1,102882.4,2,1,1,35633.15,1354.91,1160.35,294.56,193.0
15797160,Glover,492,France,Female,49,8,0.0,1,1,1,182865.09,996.81,885.48,328.0,211.8
15792222,Johnstone,712,France,Female,37,1,106881.5,2,0,0,169386.81,1146.29,1123.71,292.56,201.8
15644765,Ashton,689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0.0,1121.81,292.64,215.1
15610686,Melton,850,France,Male,63,8,169832.57,1,0,0,184107.26,418.44,1004.4,268.08,162.0
15730868,Marshall,747,France,Male,41,5,0.0,2,1,1,22750.17,958.3,1247.2,321.0,194.3
15705991,Kenenna,469,Germany,Male,38,9,113599.42,1,0,0,11950.29,434.01,1959.11,296.2,225.1
15577078,Zakharov,539,Spain,Male,38,6,0.0,1,1,1,152880.07,713.74,2022.85,328.0,218.1
15679550,Chukwualuka,743,France,Male,32,9,0.0,2,1,0,175252.78,1190.55,2135.36,321.0,203.7
15787655,Chu,707,France,Male,47,3,0.0,2,1,0,174303.29,1456.1,1152.61,321.0,192.3
15668081,Capon,581,Spain,Female,50,4,0.0,2,1,1,80701.72,2112.94,1379.84,321.0,201.9
15747980,Cattaneo,737,Spain,Male,38,6,146282.79,2,1,0,198516.2,1991.72,922.75,272.86,198.3
15710295,Patrick,445,Germany,Female,38,6,119413.62,2,1,0,175756.36,1383.7,1598.69,286.29,227.5
15724443,Taylor,703,Germany,Female,29,3,122084.63,1,0,1,82824.08,782.43,2071.66,291.96,210.7
15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1020.93,749.83,301.47,216.2
15569503,Yeh,765,France,Male,44,6,0.0,2,1,1,159899.97,1500.39,824.79,321.0,189.5
15581840,DeRose,626,France,Male,33,8,0.0,2,1,0,138504.28,763.07,1285.43,321.0,214.4
15772262,Vavilov,545,Germany,Male,37,9,110483.86,1,1,1,127394.67,870.71,1417.97,297.76,218.5
15767794,Browne,744,France,Male,31,9,120718.28,1,1,1,58961.49,948.8,697.96,292.64,204.6
15629338,Collingridge de Tourcey,658,Spain,Female,31,2,36566.96,1,1,0,103644.98,621.27,709.53,328.0,213.2
15790379,Rowe,629,Germany,Male,28,8,108601.0,1,1,1,119647.7,694.36,667.79,298.7,219.1
15750684,Jibunoh,719,France,Female,42,4,0.0,1,1,0,28465.86,0.0,2173.49,328.0,196.1
15697214,Korovin,686,Spain,Female,36,5,0.0,2,1,1,152979.14,878.98,650.02,321.0,205.4
15711015,Hammonds,743,France,Male,36,4,0.0,2,1,1,190911.02,1403.59,1451.79,321.0,199.7
15573309,Ward,626,Spain,Female,48,2,0.0,2,1,1,95794.98,1837.6,1118.6,321.0,199.4
15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1603.44,1627.67,282.43,199.9
15741385,Gallop,710,Germany,Male,45,9,108231.37,1,1,1,188574.08,884.64,1096.77,298.88,194.0
15780254,Gartrell,654,France,Male,40,6,0.0,1,0,0,183872.88,690.72,2528.49,328.0,204.6
15744843,K'ung,569,Spain,Female,34,6,144855.34,1,0,0,196555.32,1235.18,1183.44,280.57,219.1
15815626,Oluchi,640,France,Male,63,2,68432.45,2,1,1,112503.24,1185.99,1477.07,311.78,183.0
15784736,Jamieson,562,France,Male,45,6,136855.24,1,1,0,46864.0,1496.23,1437.5,284.57,208.8
15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,247.57,1217.26,328.0,182.9
15809143,White,456,Germany,Male,32,9,133060.63,1,1,1,125167.92,1325.21,522.09,286.47,232.4
15617617,Stewart,811,Spain,Male,39,7,0.0,2,1,1,177519.39,1296.48,1277.21,321.0,189.9
15779738,Buccho,534,France,Male,24,1,0.0,1,1,1,169653.32,366.89,1084.99,328.0,232.6
15668669,Benson,423,France,Female,36,5,97665.61,1,1,0,118372.55,1376.56,1635.05,304.17,231.7
15687477,Thompson,594,Germany,Male,28,5,185013.02,1,1,0,16481.12,1491.44,942.87,260.49,222.6
15578908,Todd,725,Spain,Female,32,0,0.0,2,1,1,138525.19,1192.74,602.23,321.0,205.5
15687658,Burgin,716,France,Female,52,7,65971.61,2,1,0,14608.0,1367.29,574.41,313.01,186.4
15615020,Nnaife,595,Germany,Female,41,9,150463.11,2,0,1,81548.38,1919.3,1034.73,270.77,209.5
15608886,Okwudiliolisa,679,France,Female,33,1,0.0,2,0,0,69608.48,1525.05,681.31,321.0,209.1
15602551,Johnson,667,Spain,Male,39,9,0.0,2,1,0,68873.8,1591.17,843.63,321.0,204.3
15672945,Parkes,661,France,Female,37,5,136425.18,1,1,0,81102.81,633.79,330.57,284.79,206.9
15757408,Lo,655,Spain,Male,38,3,250898.09,3,0,1,81054.0,2106.77,1563.95,239.0,206.5
15806132,Martin,555,France,Male,55,4,146798.81,1,1,1,74149.77,443.99,1375.87,279.6,199.5
15813022,Kapustina,531,Spain,Male,70,1,0.0,2,0,0,99503.19,923.42,751.0,321.0,186.9
15673578,Page,611,Germany,Female,40,7,128486.91,2,1,0,10109.47,1840.19,1278.76,281.76,208.9
15757916,Amaechi,600,France,Female,38,9,0.0,2,1,1,58855.85,1410.06,1291.31,321.0,212.0
15689168,Munro,531,Spain,Male,37,1,143407.29,2,0,1,84402.46,1931.61,81.23,274.3,219.9
15769216,Panicucci,601,France,Female,43,2,0.0,1,1,0,49713.87,686.87,2064.84,328.0,206.9
15593295,Greathouse,548,France,Male,57,6,76165.65,1,1,1,133537.53,146.2,660.68,314.92,198.2
15804814,Ts'ui,759,France,Male,40,4,0.0,2,1,0,124615.59,991.59,1117.28,321.0,194.1
15778934,Napolitani,678,Spain,Female,49,8,0.0,2,0,1,98090.69,1110.27,1606.52,321.0,193.2
15802351,Beers,755,Germany,Female,33,6,90560.3,2,1,1,42607.69,1322.99,932.0,300.72,201.5
15630241,Tretyakova,594,France,Male,61,3,62391.22,1,1,1,192434.11,773.92,1807.04,321.8,189.6
15719561,Lin,768,France,Male,42,5,0.0,3,0,0,60686.4,1833.98,1220.35,314.0,191.2
15615096,Costa,492,France,Female,31,7,0.0,2,1,1,49463.44,1850.77,1413.36,321.0,229.8
15659931,Ibezimako,637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1554.41,1635.36,291.31,191.3
15714586,Marcelo,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0.0,1219.28,303.08,203.4
15634949,Hay,593,Germany,Male,74,5,161434.36,2,1,1,65532.17,1791.35,489.11,265.28,176.7
15589224,Moore,596,Spain,Male,41,5,0.0,2,0,1,141053.85,857.09,1622.32,321.0,209.4
15795990,Lumholtz,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,709.37,1081.75,283.84,189.8
15603216,Simpson,642,France,Male,25,7,0.0,2,1,0,102083.78,1311.41,1671.03,321.0,220.8
15631201,Hill,472,Spain,Female,28,4,0.0,2,1,0,1801.77,1591.53,1879.54,321.0,234.8
15686255,Mouzon,738,Germany,Male,35,6,101744.84,1,0,0,85185.44,160.81,1548.01,302.13,201.2
15746594,Wu,732,Spain,Male,33,8,0.0,1,1,0,119882.7,948.3,526.86,328.0,203.8
15718893,Pirozzi,404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1613.49,1967.99,290.27,215.6
15671609,Ibeabuchi,701,France,Male,44,7,0.0,2,1,0,23425.78,1226.97,807.91,321.0,195.9
15652540,Garnsey,683,France,Male,31,2,0.0,2,0,1,77326.78,911.27,1519.77,321.0,210.7
15774857,Synnot,460,France,Female,27,7,0.0,2,1,0,156150.08,1233.04,1317.44,321.0,237.0
